,Home,1h,Th,Away,1w,Tw,home_ATRatio,home_Apg,home_BPpg,home_Bpg,home_EFG%,home_FbP,home_Fg%,home_Fg%D,home_Fpg,home_FTApg,home_FTp,home_FTMpg,home_RM,RDpg_x,home_ROpg,home_Rpg,home_SD,home_SO,home_SM,home_Spg,home_3PApg,home_3P%,home_3PD%,home_3Ppg,home_TOM,home_Tpg,home_TFpg,away_ATRatio,away_Apg,away_BPpg,away_Bpg,away_EFG%,away_FbP,away_Fg%,away_Fg%D,away_Fpg,away_FTApg,away_FTp,away_FTMpg,away_RM,RDpg_y,away_ROpg,away_Rpg,away_SD,away_SO,away_SM,away_Spg,away_3PApg,away_3P%,away_3PD%,away_3Ppg,away_TOM,away_Tpg,away_TFpg
588,Morgan St.,39,83,Chicago St.,45,84,0.73,11.5,22.17,3.8,0.48,6.67,42.93,46.835,17.0,15.5,72.04,11.2,-2.0,25.33,11.83,37.17,82.7,71.2,-11.0,6.0,19.8,31.93,40.9,6.3,-3.2,15.8,12.67,0.59,8.0,9.33,2.8,0.435,14.33,38.99,46.269,18.7,20.5,68.29,14.0,-6.0,22.0,10.83,32.83,71.0,62.7,-8.0,9.0,18.8,26.55,27.0,5.0,1.8,13.5,15.33
589,Georgia St.,37,93,Little Rock,45,90,1.44,12.2,32.5,1.8,0.468,8.5,41.95,44.978,23.0,22.8,72.53,16.5,0.0,24.5,14.5,39.0,76.5,79.0,2.0,6.2,21.5,30.23,29.3,6.5,3.2,8.5,11.75,1.5,13.5,19.0,3.0,0.448,15.5,40.38,47.368,22.5,26.8,73.83,19.8,-8.0,20.75,12.75,33.5,84.5,78.0,-6.0,7.0,22.8,25.27,36.7,5.8,5.5,9.0,14.5
590,Southern Utah,28,74,Texas St.,25,67,0.93,10.0,16.0,0.8,0.502,6.0,44.19,48.918,18.5,21.0,69.05,14.5,2.0,23.5,14.5,38.0,76.5,79.2,2.0,7.0,23.2,33.33,32.9,7.8,2.8,10.8,13.5,0.71,11.0,13.8,4.4,0.436,10.4,39.37,42.754,21.6,21.2,61.32,13.0,5.0,25.0,15.0,40.0,70.0,63.0,-7.0,5.8,18.2,26.37,30.8,4.8,-3.2,15.6,12.4
591,Long Beach St.,43,82,Louisiana,40,92,0.76,12.0,20.83,4.3,0.5,11.33,44.89,43.575,21.3,20.2,66.12,13.3,0.0,25.33,11.5,36.83,77.0,75.3,-1.0,9.3,19.2,33.04,29.6,6.3,0.5,15.8,16.33,1.27,15.2,17.0,5.0,0.545,13.2,47.02,46.454,17.2,16.4,75.61,12.4,1.0,22.2,13.0,35.2,71.2,82.0,10.0,8.2,26.2,36.64,19.5,9.6,3.2,12.0,15.2
592,Central Conn. St.,27,60,Massachusetts,39,89,1.52,16.0,22.25,5.5,0.508,12.25,46.67,43.612,15.5,16.0,67.19,10.8,0.0,26.75,9.25,36.0,66.0,75.5,9.0,8.8,20.5,25.61,32.9,5.2,6.0,10.5,16.5,2.38,19.0,30.33,3.3,0.513,12.67,45.09,41.243,20.0,23.7,54.93,13.0,1.0,25.33,16.67,42.0,76.7,89.7,13.0,10.3,26.0,35.9,37.1,9.3,8.3,8.0,16.33
593,Harvard,36,76,Colgate,30,70,1.27,16.2,12.4,7.4,0.544,14.8,47.42,36.637,15.0,14.2,73.24,10.4,3.0,31.0,11.0,42.0,66.0,77.8,11.0,5.6,22.4,38.39,28.7,8.6,-1.6,12.8,11.2,1.05,13.2,15.6,1.8,0.489,6.6,42.44,38.796,13.6,13.2,72.73,9.6,3.0,29.8,7.8,37.6,64.8,62.6,-2.0,5.0,22.2,31.53,30.8,7.0,-3.8,12.6,8.8
594,Tennessee Tech,28,79,Presbyterian,40,75,0.95,10.6,20.2,2.8,0.483,6.8,43.39,47.195,16.6,13.0,60.0,7.8,-5.0,25.4,7.0,32.4,78.4,64.8,-13.0,3.4,19.8,29.29,34.7,5.8,-1.8,11.2,9.4,1.12,14.0,28.83,4.7,0.557,14.17,49.85,38.04,19.2,23.8,69.93,16.7,1.0,28.67,7.67,36.33,68.0,77.3,9.0,6.2,16.8,37.62,26.5,6.3,0.0,12.5,12.5
595,Grambling,26,68,Sam Houston,44,86,0.75,10.2,29.2,2.6,0.467,14.0,43.97,47.959,18.0,20.2,70.3,14.2,0.0,21.0,11.6,32.6,79.6,71.6,-8.0,8.8,14.0,24.29,41.7,3.4,0.8,13.6,14.4,0.91,12.8,20.4,2.2,0.451,12.0,38.78,45.862,20.8,27.6,70.29,19.4,-1.0,24.8,11.6,36.4,75.4,72.4,-3.0,9.8,22.0,33.64,30.4,7.4,3.8,14.0,17.8
596,Villanova,41,85,Texas Tech,33,69,1.26,12.2,21.5,2.0,0.545,10.5,45.25,35.78,18.0,18.2,83.56,15.2,7.0,28.25,10.5,38.75,59.0,75.5,16.0,6.0,29.0,35.34,30.6,10.2,1.2,9.8,11.0,0.72,11.0,16.67,3.0,0.455,12.67,41.57,34.783,10.7,22.3,76.12,17.0,12.0,30.33,12.33,42.67,50.7,67.3,16.0,6.7,21.0,20.63,20.8,4.3,0.3,15.3,15.67
597,Tennessee,35,60,Kansas,35,69,1.31,14.2,25.8,5.0,0.5,9.0,43.05,35.54,19.4,22.6,76.99,17.4,4.0,28.2,10.4,38.6,60.0,76.4,16.0,7.2,23.6,34.75,25.9,8.2,3.2,10.8,14.0,1.79,25.4,21.6,4.0,0.617,16.4,55.07,36.086,15.0,17.8,71.91,12.8,8.0,32.4,8.0,40.4,66.0,85.8,19.0,6.8,20.6,37.86,26.6,7.8,-2.2,14.2,12.0
598,North Ala.,39,103,UT Martin,36,105,0.7,11.2,25.5,2.0,0.485,17.0,42.92,39.831,19.8,23.5,76.6,18.0,1.0,28.5,9.75,38.25,66.8,72.8,6.0,7.8,17.2,36.23,26.3,6.2,0.2,16.0,16.25,0.94,12.8,24.0,2.6,0.486,18.4,43.3,39.13,12.6,16.0,77.5,12.4,3.0,33.8,11.6,45.4,77.4,80.6,3.0,8.6,25.2,29.37,31.4,7.4,-1.4,13.6,12.2
599,Sacramento St.,44,71,Austin Peay,35,74,1.13,17.2,25.6,1.6,0.517,11.4,42.86,48.571,15.2,15.4,76.62,11.8,13.0,27.6,15.4,43.0,80.2,78.4,-1.0,3.8,34.4,33.14,37.7,11.4,-6.8,15.2,8.4,1.09,11.6,14.2,2.8,0.483,8.2,41.39,44.649,18.0,13.6,64.71,8.8,0.0,24.4,11.0,35.4,65.6,67.2,1.0,10.4,23.8,35.29,25.7,8.4,3.2,10.6,13.8
600,Ole Miss,38,77,Temple,33,76,1.78,16.5,14.25,5.8,0.477,12.25,43.04,39.565,14.0,21.0,69.05,14.5,-1.0,25.5,10.5,36.0,64.8,71.0,6.0,8.8,19.2,28.57,33.0,5.5,3.5,9.2,12.75,1.19,10.8,16.0,3.5,0.448,9.25,37.76,41.026,15.8,24.8,83.84,20.8,0.0,27.25,11.0,38.25,68.8,74.8,6.0,8.0,26.8,31.78,35.2,8.5,4.2,9.0,13.25
601,Creighton,45,88,Loyola Chicago,37,65,1.98,19.8,25.5,4.2,0.646,12.5,53.66,39.313,8.5,17.0,73.53,12.5,16.0,32.5,11.25,43.75,62.0,92.0,30.0,3.8,33.8,40.0,34.0,13.5,-3.0,10.0,7.0,1.11,15.2,24.0,6.0,0.511,10.5,44.34,39.431,17.5,21.2,76.47,16.2,1.0,28.75,8.0,36.75,70.5,72.8,2.0,5.8,23.2,32.26,37.5,7.5,-2.2,13.8,11.5
602,Mount St. Mary's,39,65,American,33,68,0.82,12.3,30.33,3.7,0.456,10.33,41.99,44.311,18.3,15.3,73.91,11.3,0.0,23.33,12.33,35.67,70.3,66.3,-4.0,7.7,17.0,25.49,25.4,4.3,-0.3,15.0,14.67,1.31,15.2,30.4,1.8,0.51,9.6,43.52,50.37,18.8,16.2,74.07,12.0,1.0,22.6,10.8,33.4,76.8,73.4,-3.0,7.2,27.6,32.61,34.5,9.0,0.6,11.6,12.2
603,The Citadel,30,58,Campbell,29,65,0.91,10.5,14.83,2.5,0.47,9.0,40.77,45.322,13.8,19.2,73.04,14.0,3.0,26.0,10.33,36.33,66.5,66.7,0.0,5.7,23.2,30.22,31.9,7.0,-0.8,11.5,10.67,0.62,10.0,14.4,3.4,0.483,7.6,43.48,41.311,14.6,21.2,69.81,14.8,-1.0,23.6,8.4,32.0,66.4,59.2,-7.0,6.0,14.4,30.56,25.8,4.4,-4.8,16.0,11.2
604,Illinois St.,21,49,Wright St.,39,74,0.89,10.8,25.4,2.0,0.476,5.6,40.83,40.502,17.2,23.0,63.48,14.6,0.0,25.6,11.8,37.4,64.6,69.6,5.0,6.4,24.4,31.97,31.3,7.8,2.2,12.2,14.4,0.9,12.4,16.6,3.2,0.548,6.4,49.5,53.698,16.4,18.2,75.82,13.8,3.0,23.2,11.2,34.4,88.4,80.2,-8.0,5.0,17.4,36.78,35.7,6.4,-4.4,13.8,9.4
605,Purdue,45,78,Marquette,33,75,1.37,17.2,23.8,5.6,0.554,11.2,48.61,35.061,14.2,26.2,70.99,18.6,9.0,31.8,9.8,41.6,60.6,82.4,21.0,7.0,19.8,39.39,22.1,7.8,-0.8,12.6,11.8,1.64,14.8,24.2,2.6,0.555,13.2,48.39,39.465,15.4,18.4,63.04,11.6,-1.0,26.0,9.6,35.6,65.4,80.4,15.0,9.0,26.2,33.59,31.5,8.8,6.4,9.0,15.4
606,VMI,20,54,Air Force,36,64,0.75,11.2,29.8,2.8,0.516,12.8,46.5,41.049,18.6,16.4,63.41,10.4,4.0,30.2,11.0,41.2,76.6,75.2,-1.0,4.4,20.0,32.0,31.6,6.4,-4.0,15.0,11.0,1.18,14.5,11.0,5.5,0.546,4.17,46.23,37.952,18.5,21.0,70.63,14.8,-1.0,26.67,6.17,32.83,63.2,68.0,4.0,5.5,22.5,36.3,31.5,8.2,-1.7,12.3,10.67
607,Michigan,25,67,Memphis,37,71,1.43,17.5,22.25,3.2,0.6,10.75,52.11,41.667,17.8,19.8,67.09,13.2,4.0,27.25,12.0,39.25,75.8,91.5,15.0,4.2,26.5,38.68,37.0,10.2,1.2,12.2,13.5,1.11,16.3,27.0,5.7,0.563,13.0,48.69,35.922,16.0,20.7,66.13,13.7,5.0,31.67,12.0,43.67,69.0,85.3,16.0,9.7,24.3,39.73,30.2,9.7,-0.3,14.7,14.33
608,Virginia,26,56,West Virginia,23,54,1.83,15.0,23.8,7.0,0.516,5.8,45.31,35.036,13.8,21.4,67.29,14.4,-2.0,24.8,8.6,33.4,53.8,67.2,13.0,9.8,16.6,38.55,28.2,6.4,6.2,8.2,14.4,1.18,13.0,6.5,4.5,0.434,10.0,37.55,40.664,12.5,22.2,68.54,15.2,4.0,26.75,12.5,39.25,64.8,65.0,0.0,4.0,22.0,30.68,36.6,6.8,-2.0,11.0,9.0
609,Baylor,44,88,Oregon St.,26,72,0.98,13.5,33.0,5.2,0.561,12.75,50.61,42.292,15.2,28.2,75.22,21.2,11.0,25.25,16.0,41.25,68.8,90.0,21.0,9.2,18.5,36.49,29.4,6.8,1.2,13.8,15.0,0.96,12.0,20.5,3.8,0.477,10.0,41.28,37.698,20.0,27.8,74.77,20.8,-1.0,28.5,11.0,39.5,70.2,76.8,6.0,6.5,25.0,30.0,32.1,7.5,2.5,12.5,15.0
610,Bucknell,26,61,St. Bonaventure,32,67,0.8,11.0,15.17,3.7,0.476,3.33,40.38,45.087,18.8,18.8,69.03,13.0,-6.0,24.17,6.83,31.0,72.8,62.5,-10.0,6.8,23.5,31.91,34.4,7.5,-1.8,13.8,12.0,0.92,11.2,13.0,3.2,0.471,7.0,41.78,45.205,16.8,17.5,77.14,13.5,-2.0,21.0,11.0,32.0,70.0,66.5,-3.0,6.2,23.5,25.53,34.1,6.0,2.5,12.2,14.75
611,ETSU,34,70,Cleveland St.,31,72,0.67,9.8,11.75,5.2,0.436,13.25,37.85,41.057,19.2,17.5,67.14,11.8,-1.0,27.75,12.25,40.0,71.0,66.5,-4.0,7.2,27.0,26.85,33.0,7.2,0.8,14.5,15.25,1.09,12.0,24.4,6.0,0.505,18.8,45.13,41.754,18.8,24.8,66.94,16.6,0.0,24.2,14.0,38.2,65.6,78.8,13.0,10.4,18.6,35.48,29.9,6.6,5.0,11.0,16.0
612,Indiana St.,46,90,Pepperdine,31,82,2.15,21.0,24.5,2.5,0.643,14.5,54.2,43.496,19.5,23.2,67.74,15.8,-4.0,26.0,6.25,32.25,76.8,92.2,15.0,8.2,28.2,42.48,35.9,12.0,5.0,9.8,14.75,0.88,11.8,18.0,2.3,0.507,13.0,45.4,46.372,17.8,21.3,72.66,15.5,7.0,24.83,11.67,36.5,67.8,74.3,6.0,5.2,17.5,35.24,36.6,6.2,-0.3,13.5,13.17
613,South Carolina St.,37,59,Missouri,35,82,0.79,13.8,29.8,4.0,0.424,9.2,39.24,43.836,21.6,25.0,62.4,15.6,6.0,26.2,16.8,43.0,81.8,69.2,-12.0,10.4,16.2,24.69,32.1,4.0,-2.0,17.4,15.4,1.27,15.2,25.4,7.0,0.534,13.4,45.21,40.0,18.6,13.8,78.26,10.8,-2.0,26.0,8.4,34.4,68.0,73.2,5.0,8.0,28.2,34.04,31.4,9.6,1.2,12.0,13.2
614,High Point,27,92,Hofstra,33,97,0.98,12.6,29.2,4.2,0.565,12.2,47.44,39.088,18.8,26.0,76.92,20.0,16.0,31.8,13.6,45.4,72.8,86.2,13.0,4.4,26.8,39.55,33.9,10.6,-4.6,12.8,8.2,1.49,18.2,18.8,3.6,0.584,7.8,49.38,39.932,15.4,10.0,78.0,7.8,3.0,27.0,9.6,36.6,67.4,83.0,15.0,7.6,30.0,38.67,33.6,11.6,2.8,12.2,15.0
615,Alabama St.,27,67,Samford,41,99,1.13,12.8,31.75,4.5,0.438,19.5,37.37,40.856,22.0,20.8,75.9,15.8,3.0,30.0,18.0,48.0,77.5,79.0,1.0,9.5,26.2,35.24,30.4,9.2,1.8,11.2,13.0,1.11,15.0,30.0,4.2,0.434,17.25,37.97,43.172,20.0,22.0,72.73,16.0,-4.0,23.25,15.0,38.25,74.2,73.8,0.0,13.0,27.0,26.85,37.5,7.2,6.0,13.5,19.5
616,Alcorn,33,69,UT Arlington,36,82,0.81,10.0,27.33,1.5,0.433,14.17,39.73,48.688,20.5,25.2,65.56,16.5,-1.0,23.17,12.67,35.83,84.8,69.2,-15.0,9.2,15.3,28.26,38.4,4.3,0.8,12.3,13.17,1.12,16.5,29.5,2.5,0.487,7.75,41.51,43.233,18.5,17.5,68.57,12.0,7.0,29.75,15.0,44.75,79.5,76.5,-3.0,5.2,29.2,32.48,34.7,9.5,-4.8,14.8,10.0
617,Central Ark.,22,56,Kansas St.,49,100,1.05,13.8,27.4,3.0,0.479,8.2,42.16,40.283,18.6,19.8,64.65,12.8,2.0,27.0,12.4,39.4,67.8,71.4,3.0,8.0,21.8,32.11,30.3,7.0,2.0,13.2,15.2,0.96,15.6,17.0,3.6,0.508,10.2,43.57,45.714,18.2,19.8,75.76,15.0,3.0,24.4,14.4,38.8,77.2,79.8,2.0,7.6,27.8,33.09,34.9,9.2,-2.0,16.2,14.2
618,Duquesne,39,79,Nebraska,37,89,1.25,15.0,22.6,6.2,0.548,13.4,46.2,39.803,18.4,19.0,69.47,13.2,3.0,27.8,11.8,39.6,68.0,79.6,11.0,7.2,28.2,36.88,35.1,10.4,1.0,12.0,13.0,1.41,16.4,27.4,3.2,0.527,10.4,44.9,33.226,14.0,26.0,66.92,17.4,13.0,33.6,13.4,47.0,56.4,79.4,23.0,5.2,28.0,32.86,23.0,9.2,-0.6,11.6,11.0
619,Idaho,24,55,Seattle U,54,92,1.37,16.8,37.25,4.8,0.548,8.0,48.12,38.362,17.0,19.2,70.13,13.5,5.0,29.0,10.75,39.75,63.5,79.0,15.0,7.8,25.0,32.0,31.1,8.0,0.5,12.2,12.75,0.63,10.5,14.5,3.8,0.434,7.0,39.44,38.793,20.8,23.2,78.49,18.2,2.0,27.0,9.0,36.0,62.5,64.5,2.0,6.8,19.0,22.37,24.4,4.2,-2.2,16.8,14.5
620,South Dakota St.,34,65,Southern Miss.,22,54,0.9,11.4,11.6,3.2,0.531,6.8,46.25,44.051,14.4,16.6,61.45,10.2,1.0,26.6,10.8,37.4,76.6,75.4,-1.0,6.6,22.0,38.18,35.2,8.4,-1.4,12.6,11.2,0.94,11.6,13.6,3.6,0.442,6.4,40.0,38.06,18.6,21.2,61.32,13.0,4.0,27.4,12.2,39.6,60.0,65.2,5.0,9.4,17.2,29.07,26.3,5.0,4.0,12.4,16.4
621,Arkansas,22,77,Stanford,20,74,1.26,13.2,33.75,7.8,0.559,14.25,49.12,41.129,19.0,30.5,67.21,20.5,4.0,30.0,8.75,38.75,70.5,84.2,13.0,5.2,22.5,34.44,36.2,7.8,1.0,10.5,11.5,2.05,19.5,21.0,4.2,0.562,6.25,49.25,43.609,16.0,16.5,75.76,12.5,-1.0,27.75,8.75,36.5,77.8,87.8,10.0,6.5,24.0,38.54,38.7,9.2,3.5,9.5,13.0
622,Wisconsin,24,69,SMU,32,61,1.08,11.4,22.4,1.8,0.51,4.4,46.21,45.276,17.2,22.6,71.68,16.2,4.0,22.2,11.6,33.8,67.4,75.4,8.0,6.2,17.4,32.18,34.3,5.6,4.2,10.6,14.8,1.56,16.8,27.8,5.6,0.476,17.4,42.34,36.913,19.0,19.6,70.41,13.8,5.0,28.6,14.8,43.4,64.0,77.2,13.0,10.6,22.4,31.25,27.5,7.0,4.0,10.8,14.8
623,James Madison,51,95,Fresno St.,23,64,1.34,15.6,23.8,4.0,0.536,10.8,46.57,43.671,23.0,28.4,69.01,19.6,0.0,26.8,11.6,38.4,83.8,91.4,7.0,9.4,24.2,38.84,32.1,9.4,4.2,11.6,15.8,0.89,14.2,25.5,2.8,0.595,13.0,51.63,43.033,16.2,21.2,68.24,14.5,4.0,27.25,8.0,35.25,72.2,78.5,6.0,8.2,20.5,41.46,39.1,8.5,-3.2,16.0,12.75
624,UC Riverside,29,68,Montana St.,28,69,1.73,14.2,26.0,1.4,0.421,9.0,35.09,46.975,17.2,14.4,68.06,9.8,-3.0,22.4,12.8,35.2,74.4,64.0,-10.0,5.6,30.0,30.0,41.9,9.0,4.4,8.2,12.6,1.4,12.2,25.0,2.8,0.504,7.75,43.37,44.39,18.5,11.8,76.6,9.0,-9.0,22.25,7.25,29.5,62.0,71.8,9.0,10.8,29.8,29.41,22.7,8.8,10.0,8.8,18.75
625,Florida,39,86,Pittsburgh,34,71,1.05,15.5,23.75,4.8,0.544,14.75,49.19,42.231,17.8,29.0,61.21,17.8,14.0,26.25,18.75,45.0,70.5,85.2,14.0,6.5,19.5,33.33,32.9,6.5,-3.2,14.8,11.5,2.09,18.2,29.25,7.2,0.578,16.0,49.44,35.27,16.0,27.8,63.96,17.8,20.0,34.0,16.25,50.25,60.5,95.5,35.0,7.2,29.8,37.82,24.5,11.2,3.0,8.8,11.75
626,New Mexico,46,90,Rice,33,56,1.29,14.5,18.75,3.8,0.479,15.75,43.98,42.449,18.8,23.8,72.63,17.2,5.0,28.25,14.0,42.25,72.8,81.0,8.0,7.2,16.8,31.34,29.3,5.2,2.8,11.2,14.0,1.66,17.0,32.0,3.2,0.52,4.25,44.92,49.784,15.0,20.5,76.83,15.8,3.0,24.25,12.5,36.75,82.2,82.2,0.0,6.5,24.8,36.36,39.4,9.0,1.5,10.2,11.75
627,Bradley,37,63,UTEP,26,59,1.16,16.7,19.67,5.0,0.578,15.67,48.55,35.0,17.7,17.3,59.62,10.3,-3.0,31.67,6.33,38.0,66.7,77.0,10.0,6.7,27.3,39.02,21.9,10.7,-3.0,14.3,11.33,1.62,21.4,38.8,3.4,0.596,23.0,54.49,41.463,21.6,32.2,65.84,21.2,4.0,26.4,11.8,38.2,70.8,95.6,24.0,13.6,18.4,34.78,30.1,6.4,7.4,13.2,20.6
628,UC Irvine,39,77,Toledo,32,71,1.69,19.6,34.0,3.4,0.554,14.2,50.0,39.362,18.4,20.2,65.35,13.2,8.0,28.8,10.8,39.6,63.4,82.4,19.0,7.8,19.2,35.42,27.0,6.8,2.8,11.6,14.4,1.44,16.2,30.0,1.8,0.577,15.0,51.88,52.991,15.5,22.8,73.63,16.8,-5.0,19.5,9.0,28.5,76.8,85.8,9.0,9.5,15.8,44.44,30.6,7.0,6.5,11.2,17.75
629,Gonzaga,38,69,UCLA,34,65,1.18,15.4,23.4,3.0,0.541,16.2,49.1,37.061,17.8,18.2,63.74,11.6,13.0,30.2,15.2,45.4,64.6,83.4,18.0,7.8,21.8,30.28,23.9,6.6,-1.0,13.0,12.0,1.14,13.3,19.5,4.2,0.503,9.67,46.79,36.013,18.5,23.2,73.38,17.0,9.0,26.67,10.67,37.33,56.7,71.8,15.0,7.3,13.0,29.49,27.8,3.8,1.7,11.7,13.33
630,UNI,40,70,Texas Tech,31,72,1.13,14.2,20.8,2.2,0.533,5.0,46.15,40.878,19.4,20.4,64.71,13.2,2.0,27.4,9.4,36.8,74.0,74.2,0.0,5.6,24.0,34.17,35.9,8.2,-1.4,12.6,11.2,0.87,12.0,14.4,4.0,0.473,8.4,41.01,36.777,13.6,21.6,74.07,16.0,5.0,27.4,10.8,38.2,61.4,68.6,8.0,6.4,25.0,28.0,27.9,7.0,0.2,13.8,14.0
631,Penn St.,32,77,Texas A&M,39,89,0.87,10.6,26.6,4.2,0.5,12.8,43.71,34.632,16.6,23.2,73.28,17.0,-3.0,24.4,11.0,35.4,60.6,77.4,24.0,9.6,25.4,29.92,22.5,7.6,7.0,12.2,19.2,1.74,13.6,20.4,3.6,0.481,3.2,43.75,37.339,14.4,22.4,75.89,17.0,13.0,26.4,17.8,44.2,64.2,78.6,15.0,5.6,21.4,26.17,29.9,5.6,2.4,7.8,10.2
632,Boston College,30,68,Loyola Chicago,35,71,1.15,12.7,13.33,4.7,0.495,6.0,44.39,43.767,13.8,15.0,85.56,12.8,3.0,26.17,11.0,37.17,70.5,74.5,4.0,7.5,20.5,30.89,38.5,6.3,2.0,11.0,13.0,1.09,14.7,25.17,5.3,0.512,8.0,43.88,42.391,16.8,18.7,75.0,14.0,0.0,27.83,7.67,35.5,73.0,71.2,-1.0,5.5,22.8,35.77,37.0,8.2,-2.7,13.5,10.83
633,North Carolina,34,81,Villanova,32,83,1.35,14.0,24.6,5.8,0.522,10.0,46.03,38.462,16.0,25.2,76.19,19.2,6.0,28.6,12.4,41.0,68.4,85.0,21.0,5.8,21.6,36.11,30.9,7.8,2.8,10.4,13.2,1.12,10.8,20.67,1.7,0.518,7.33,43.66,36.803,18.8,23.5,84.4,19.8,5.0,28.0,10.67,38.67,64.3,78.3,16.0,6.0,27.0,33.95,33.5,9.2,2.3,9.7,12.0
634,Fla. Atlantic,46,91,Butler,42,86,1.38,14.5,24.25,3.0,0.534,13.75,46.77,42.544,17.5,20.0,66.25,13.2,5.0,27.0,12.0,39.0,66.5,79.5,15.0,8.5,25.0,33.0,31.2,8.2,2.8,10.5,13.25,1.27,14.0,25.0,4.0,0.533,11.4,46.36,34.694,15.8,22.0,76.36,16.8,0.0,28.4,9.4,37.8,64.6,81.2,22.0,6.8,24.4,34.43,27.9,8.4,3.4,11.0,14.4
635,Oklahoma,36,79,Iowa,24,67,1.22,14.2,33.8,5.2,0.564,15.0,50.5,35.043,15.2,22.6,80.53,18.2,9.0,29.2,12.6,41.8,57.8,86.6,33.0,7.6,23.0,31.3,21.6,7.2,3.2,11.6,14.8,2.29,18.8,27.0,4.6,0.513,16.6,46.47,43.252,16.6,26.6,73.68,19.6,0.0,27.6,13.4,41.0,76.0,89.4,19.0,8.0,20.4,32.35,28.3,6.6,6.4,8.2,14.6
636,Michigan St.,30,68,Arizona,40,74,1.48,15.8,18.5,4.8,0.48,16.67,43.87,33.448,18.7,21.2,67.72,14.3,0.0,27.17,11.5,38.67,63.5,73.0,12.0,7.2,18.7,26.79,27.9,5.0,2.2,10.7,12.83,1.54,21.0,32.17,5.0,0.575,21.0,51.38,37.582,16.5,24.7,76.35,18.8,19.0,32.17,15.33,47.5,63.8,95.3,36.0,9.7,20.8,41.51,31.5,8.2,2.2,13.7,15.83
637,Iowa St.,24,68,VCU,33,64,2.07,17.4,27.2,3.4,0.557,13.8,51.14,31.522,15.8,26.0,70.0,18.2,12.0,26.2,13.2,39.4,49.4,86.6,45.0,13.4,15.8,39.39,32.4,5.6,11.4,8.4,19.8,0.87,13.0,21.4,5.2,0.52,11.0,44.53,36.752,17.2,21.0,76.19,16.0,0.0,26.8,8.4,35.2,63.0,67.4,4.0,6.6,23.8,31.09,28.6,7.4,-3.8,15.0,11.2
638,Memphis,42,84,Arkansas,37,79,1.09,14.8,27.0,6.4,0.556,11.8,47.84,36.704,17.4,21.6,70.37,15.2,-2.0,26.4,10.2,36.6,70.6,82.2,13.0,9.6,24.2,40.21,32.0,9.4,2.2,13.6,15.8,0.9,11.0,30.5,6.3,0.508,10.83,44.85,42.077,20.7,30.3,70.33,21.3,5.0,28.5,11.5,40.0,73.3,82.2,11.0,5.7,21.2,33.86,34.3,7.2,0.8,12.2,13.0
639,Seton Hall,22,63,Southern California,32,71,1.02,13.4,19.8,2.8,0.52,10.4,47.81,35.47,15.8,19.8,77.78,15.4,9.0,28.0,12.6,40.6,61.4,77.2,21.0,9.8,17.2,29.07,28.0,5.0,2.0,13.2,15.2,0.84,13.0,16.6,6.0,0.515,15.8,44.36,37.849,14.6,25.2,76.19,19.2,1.0,28.8,10.8,39.6,66.2,75.8,10.0,6.6,21.8,35.78,26.0,7.8,-2.6,15.4,12.8
640,Boise St.,41,75,Virginia Tech,44,82,0.81,10.8,21.75,2.0,0.485,7.5,43.64,43.038,16.0,23.2,70.97,16.5,7.0,27.5,11.25,38.75,70.0,73.8,3.0,6.5,20.8,27.71,33.8,5.8,-0.8,13.2,12.5,2.09,18.0,26.2,3.2,0.56,12.0,48.77,42.545,15.6,23.8,82.35,19.6,2.0,24.4,8.4,32.8,65.8,83.4,20.0,7.0,22.0,37.27,37.6,8.2,6.6,8.6,15.2
641,NC State,43,84,Vanderbilt,33,78,1.77,15.5,22.75,3.5,0.517,19.5,46.15,37.975,19.0,18.8,77.33,14.5,1.0,25.75,11.5,37.25,63.5,81.8,22.0,9.0,21.5,33.72,29.7,7.2,7.8,8.8,16.5,0.73,10.2,21.0,2.2,0.491,5.6,41.43,45.183,14.0,24.0,73.33,17.6,8.0,27.2,12.4,39.6,72.0,72.6,0.0,6.2,27.2,31.62,38.7,8.6,-3.8,14.0,10.2
642,BYU,32,77,Arizona St.,17,49,2.08,22.0,39.4,2.6,0.569,20.6,47.52,37.075,17.0,17.0,81.18,13.8,19.0,33.0,16.0,49.0,55.0,91.8,36.0,6.8,33.6,38.1,17.4,12.8,2.8,10.6,13.4,0.98,10.5,17.0,2.8,0.404,12.75,36.09,39.918,15.0,23.2,56.99,13.2,-11.0,24.75,10.0,34.75,67.2,59.8,-7.0,9.2,20.5,24.39,33.7,5.0,6.5,10.8,17.25
643,Texas A&M,44,89,Fla. Atlantic,46,96,1.74,13.6,20.4,3.6,0.481,3.2,43.75,40.21,14.4,22.4,75.89,17.0,13.0,26.4,17.8,44.2,64.2,78.6,14.0,5.6,21.4,26.17,29.9,5.6,2.4,7.8,10.2,1.38,14.5,24.25,3.0,0.534,13.75,46.77,42.544,17.5,20.0,66.25,13.2,5.0,27.0,12.0,39.0,66.5,79.5,13.0,8.5,25.0,33.0,31.2,8.2,2.8,10.5,13.25
